0,0.0153604
0.02,0.0308099
0.04,0.0724253
0.06,0.0173116
0.08,0.0907949
0.1,0.0799221
0.12,0.0961654
0.14,0.197119
0.16,0.194431
0.18,0.133264
0.2,0.238398
0.22,0.48133
0.24,0.413406
0.26,0.317497
0.28,0.411287
0.3,0.409163
0.32,0.387432
0.34,0.367881
0.36,0.288872
0.38,0.339972
0.4,0.388511
0.42,0.371065
0.44,0.277881
0.46,0.140268
0.48,0.163559
0.5,0.270849
0.52,0.315707
0.54,0.395119
0.56,0.258238
0.58,0.294751
0.6,0.332233
0.62,0.323218
0.64,0.229117
0.66,0.346865
0.68,0.380697
0.7,0.560305
0.72,0.674646
0.74,0.685857
0.76,0.846608
0.78,0.839741
0.8,0.754693
0.82,0.793638
0.84,0.5163
0.86,0.335615
0.88,0.319659
0.9,0.273317
0.92,0.347007
0.94,0.444145
0.96,0.441069
0.98,0.369171
1,0.426744
1.02,0.143784
1.04,0.168179
1.06,0.144643
1.08,0.050406
1.1,0.17514
1.12,0.121426
1.14,0.13697
1.16,0.105048
1.18,0.0192199
1.2,0.0923731
1.22,0.0488614
1.24,0.0360488
1.26,0.0719088
1.28,0.0227438
1.3,0.00305924
1.32,0.0130062
1.34,2.94601e-05
1.36,0.0044905
1.38,0.00199483
1.4,0.00221596
1.42,0.000550837
1.44,0.00160162
1.46,2.36334e-05
1.48,0.00234447
1.5,0.00479185
1.52,0.026194
1.54,0.00969456
1.56,0.0183484
1.58,0.00762363
1.6,0.00778183
1.62,0.00566667
1.64,0.0563789
1.66,0.0477763
1.68,0.127581
1.7,0.117942
1.72,0.0879259
1.74,0.131223
1.76,0.138233
1.78,0.0933106
1.8,0.0823718
1.82,0.189334
1.84,0.100761
1.86,0.0903026
1.88,0.026037
1.9,0.0263119
1.92,0.0284988
1.94,0.00297574
1.96,0.000972646
1.98,0.00223719
2,0.00222149
2.02,0.0172941
2.04,0.0404343
2.06,0.0832322
2.08,0.0935802
2.1,0.10874
2.12,0.0354509
2.14,0.123364
2.16,0.158347
2.18,0.0887357
2.2,0.146338
2.22,0.0867582
2.24,0.0149909
2.26,0.0520868
2.28,0.00888605
2.3,0.0169341
2.32,0.0479182
2.34,0.152531
2.36,0.148765
2.38,0.177773
2.4,0.152564
2.42,0.217529
2.44,0.348885
2.46,0.457722
2.48,0.482306
2.5,0.52542
2.52,0.55873
2.54,0.591854
2.56,0.517204
2.58,0.537045
2.6,0.625247
2.62,0.76854
2.64,0.592448
2.66,0.494988
2.68,0.31777
2.7,0.34087
2.72,0.333221
2.74,0.440876
