0.02,0.016138
0.04,0.0312643
0.06,0.0736901
0.08,0.0164186
0.1,0.0933704
0.12,0.0796592
0.14,0.0965907
0.16,0.200103
0.18,0.194364
0.2,0.131883
0.22,0.241415
0.24,0.488486
0.26,0.411774
0.28,0.315261
0.3,0.413787
0.32,0.40911
0.34,0.386897
0.36,0.367399
0.38,0.287019
0.4,0.341302
0.42,0.389766
0.44,0.370634
0.46,0.275724
0.48,0.137425
0.5,0.164164
0.52,0.273876
0.54,0.316873
0.56,0.397219
0.58,0.255188
0.6,0.295694
0.62,0.333199
0.64,0.322994
0.66,0.226971
0.68,0.35012
0.7,0.381563
0.72,0.565238
0.74,0.677641
0.76,0.686139
0.78,0.850844
0.8,0.83957
0.82,0.752625
0.84,0.794624
0.86,0.510128
0.88,0.331595
0.9,0.319265
0.92,0.272205
0.94,0.348962
0.96,0.446727
0.98,0.440993
1,0.367456
1.02,0.428236
1.04,0.138635
1.06,0.168814
1.08,0.144078
1.1,0.0486721
1.12,0.179223
1.14,0.120209
1.16,0.137371
1.18,0.104304
1.2,0.0179558
1.22,0.094902
1.24,0.0479496
1.26,0.0357534
1.28,0.0729624
1.3,0.0218676
1.32,0.00280084
1.34,0.0133432
1.36,7.35653e-06
1.38,0.00469921
1.4,0.00225201
1.42,0.00222164
1.44,0.00063673
1.46,0.00163491
1.48,3.58018e-05
1.5,0.00247523
1.52,0.00520768
1.54,0.0269489
1.56,0.00938502
1.58,0.0185999
1.6,0.0074149
1.62,0.0077858
1.64,0.00561808
1.66,0.0583206
1.68,0.0475704
1.7,0.130068
1.72,0.117706
1.74,0.0872318
1.76,0.132416
1.78,0.13841
1.8,0.0923003
1.82,0.0821071
1.84,0.192571
1.86,0.0989018
1.88,0.0900485
1.9,0.0249265
1.92,0.0263188
1.94,0.0285546
1.96,0.00267224
1.98,0.000936555
2,0.00242665
2.02,0.0022211
2.04,0.0178533
2.06,0.0411369
2.08,0.0844979
2.1,0.0938466
2.12,0.109134
2.14,0.0341315
2.16,0.126242
2.18,0.159278
2.2,0.0872519
2.22,0.147962
2.24,0.0854671
2.26,0.0139558
2.28,0.053301
2.3,0.00826587
2.32,0.0171683
2.34,0.0488947
2.36,0.155901
2.38,0.148671
2.4,0.178532
2.42,0.151959
2.44,0.2193
2.46,0.352564
2.48,0.460632
2.5,0.482929
2.52,0.526521
2.54,0.559576
2.56,0.592694
2.58,0.515402
2.6,0.537546
2.62,0.627538
2.64,0.772311
2.66,0.588339
2.68,0.492663
2.7,0.31384
2.72,0.341458
2.74,0.333031
2.76,0.443761
2.78,0.596775
2.8,0.592702
2.82,0.608495
2.84,0.77275
2.86,0.669198
2.88,0.782125
2.9,0.954648
2.92,1.03316
2.94,0.905221
2.96,0.883373
2.98,0.710407
3,0.652277
3.02,0.791654
3.04,0.613178
3.06,0.590038
3.08,0.375486
3.1,0.48199
3.12,0.420811
3.14,0.484443
3.16,0.300576
3.18,0.175236
3.2,0.221269
3.22,0.267772
3.24,0.352554
3.26,0.399055
3.28,0.403904
3.3,0.281141
3.32,0.330833
3.34,0.320763
3.36,0.364736
3.38,0.389289
3.4,0.464969
3.42,0.470964
3.44,0.404884
3.46,0.676905
3.48,0.72954
3.5,0.887811
3.52,0.886518
3.54,0.723089
3.56,0.70933
3.58,0.927857
3.6,1.08951
3.62,1.01638
3.64,1.0638
3.66,1.23127
3.68,1.64177
3.7,1.59331
3.72,1.8349
3.74,1.76238
3.76,1.79224
3.78,1.89017
3.8,1.74924
3.82,1.88785
3.84,1.72346
3.86,1.67778
3.88,2.01211
3.9,1.98379
3.92,2.12996
3.94,2.65055
3.96,2.24741
3.98,2.13479
4,2.0491
4.02,2.09605
4.04,2.17723
4.06,2.31305
4.08,2.43156
4.1,2.7167
4.12,3.28378
4.14,2.93893
4.16,2.61695
4.18,2.57983
4.2,2.52888
4.22,2.67668
4.24,3.35951
4.26,3.32866
4.28,3.69779
4.3,3.61886
4.32,4.05558
4.34,4.33396
4.36,3.69704
4.38,3.69245
4.4,3.81953
4.42,4.50223
4.44,4.35954
4.46,4.24017
4.48,4.34452
4.5,4.36037
4.52,4.4971
4.54,4.25901
4.56,3.80182
4.58,3.52865
4.6,3.8781
4.62,3.68715
4.64,4.06394
4.66,4.04544
4.68,3.71746
4.7,3.74756
4.72,3.3382
4.74,3.29232
4.76,3.34118
4.78,2.61432
4.8,3.20124
4.82,3.69045
4.84,3.79777
4.86,3.8849
4.88,4.66087
4.9,4.76615
4.92,4.76497
4.94,4.703
4.96,4.86292
4.98,5.31393
5,5.17337
5.02,5.3083
5.04,5.01899
5.06,4.75573
5.08,5.01176
5.1,5.43543
5.12,5.17837
5.14,5.69458
5.16,5.67866
5.18,5.20626
5.2,5.6213
5.22,5.7024
5.24,6.02557
5.26,5.80329
5.28,6.34492
5.3,5.87688
5.32,6.5503
5.34,5.89482
5.36,6.12773
5.38,5.40383
5.4,5.1149
5.42,5.41537
5.44,5.87223
5.46,5.57635
5.48,5.11367
5.5,5.00612
5.52,4.07963
5.54,4.29897
5.56,4.32537
5.58,4.21663
5.6,4.24911
5.62,3.77585
5.64,4.56697
5.66,4.05521
5.68,4.12272
5.7,3.76344
5.72,3.73274
