0,-0.123937,-0.0485674
0.02,-0.221703,0.0891323
0.04,-0.401468,0.116967
0.06,-0.441266,-0.013359
0.08,-0.444209,0.0590279
0.1,-0.577657,-0.140616
0.12,-0.535561,-0.069776
0.14,-0.624161,-0.0657734
0.16,-0.620364,-0.0513692
0.18,-0.562763,-0.0992292
0.2,-0.610746,-0.0870693
0.22,-0.541264,0.0622778
0.24,-0.583126,-0.0482148
0.26,-0.633363,-0.117482
0.28,-0.523881,-0.158948
0.3,-0.563459,-0.154185
0.32,-0.484999,-0.269355
0.34,-0.517331,-0.40794
0.36,-0.596962,-0.423609
0.38,-0.701087,-0.42539
0.4,-0.667915,-0.455912
0.42,-0.50557,-0.329374
0.44,-0.500214,-0.29
0.46,-0.576505,-0.370072
0.48,-0.58436,-0.322089
0.5,-0.641979,-0.0514631
0.52,-0.692464,-0.0152527
0.54,-0.550829,-0.212423
0.56,-0.482607,-0.244428
0.58,-0.443297,-0.0653464
0.6,-0.620458,0.0247124
0.62,-0.606792,-0.0516996
0.64,-0.498163,0.0381408
0.66,-0.565812,0.151089
0.68,-0.641978,0.269766
0.7,-0.655461,0.206811
0.72,-0.6822,0.254215
0.74,-0.749128,0.378748
0.76,-0.673565,0.32249
0.78,-0.644857,0.277663
0.8,-0.653424,0.268494
0.82,-0.502629,0.250167
0.84,-0.369073,0.237156
0.86,-0.419309,0.308156
0.88,-0.420326,0.249013
0.9,-0.445006,0.400769
0.92,-0.574978,0.397675
0.94,-0.727002,0.408844
0.96,-0.736336,0.301557
0.98,-0.769688,0.226163
1,-0.781506,0.14379
1.02,-0.862635,0.0585125
1.04,-0.894206,0.0339792
1.06,-0.767574,-0.132461
1.08,-0.820368,-0.0376091
1.1,-0.9226,0.054129
1.12,-0.770057,-0.0527437
1.14,-0.643032,-0.0953894
1.16,-0.739316,-0.267618
1.18,-0.745269,-0.312445
1.2,-0.726143,-0.3954
1.22,-0.860324,-0.486939
1.24,-0.892939,-0.526755
1.26,-0.929295,-0.557081
1.28,-0.893373,-0.581027
1.3,-0.963528,-0.674899
1.32,-0.869783,-0.623168
1.34,-0.742352,-0.654823
1.36,-0.743812,-0.752761
1.38,-0.858874,-0.763971
1.4,-0.883951,-0.871798
1.42,-0.836966,-0.95091
1.44,-0.937331,-1.00386
1.46,-0.887741,-1.00608
1.48,-0.80296,-0.984337
1.5,-0.891614,-0.892724
1.52,-0.891081,-0.750782
1.54,-0.983231,-0.713547
1.56,-1.04517,-0.578285
1.58,-0.934777,-0.633568
1.6,-0.991598,-0.718561
1.62,-1.04355,-0.734183
1.64,-0.955809,-0.788082
1.66,-0.957988,-0.836712
1.68,-0.990194,-0.905484
1.7,-1.00762,-0.869724
1.72,-1.20263,-0.910431
1.74,-1.30613,-0.920435
1.76,-1.23215,-0.921537
1.78,-1.36108,-1.00961
1.8,-1.34076,-1.04283
1.82,-1.42765,-1.21974
1.84,-1.41939,-1.32114
1.86,-1.39968,-1.34093
1.88,-1.4412,-1.29694
1.9,-1.49934,-1.24246
1.92,-1.49074,-1.36718
1.94,-1.48604,-1.4248
1.96,-1.65484,-1.30467
1.98,-1.62545,-1.27569
2,-1.64528,-1.30571
2.02,-1.69376,-1.34698
2.04,-1.78376,-1.50953
2.06,-1.68734,-1.41651
2.08,-1.67472,-1.3995
2.1,-1.72065,-1.59242
2.12,-1.71021,-1.69014
2.14,-1.68461,-1.79617
2.16,-1.7433,-1.63613
2.18,-1.7387,-1.65964
2.2,-1.89671,-1.62211
2.22,-1.86339,-1.63798
2.24,-1.85788,-1.66268
2.26,-1.79341,-1.54426
2.28,-1.71802,-1.62635
2.3,-1.66429,-1.71796
2.32,-1.65381,-1.63413
2.34,-1.65854,-1.52337
2.36,-1.6459,-1.53333
2.38,-1.43935,-1.70133
2.4,-1.56313,-1.7327
2.42,-1.58512,-1.91376
2.44,-1.60204,-1.90914
2.46,-1.58099,-1.93568
2.48,-1.67034,-1.89697
2.5,-1.69222,-1.82363
2.52,-1.6268,-1.8699
2.54,-1.7084,-1.80825
