0,0.0599872,-0.00204332
0.02,0.0194505,-0.0824498
0.04,0.052715,-0.146926
0.06,0.0306695,0.0569435
0.08,0.118546,0.10827
0.1,0.116932,0.350036
0.12,0.198774,0.269406
0.14,0.304042,0.0713003
0.16,0.218645,-0.0227786
0.18,0.215602,-0.0293442
0.2,0.197582,0.226814
0.22,0.135026,0.295155
0.24,0.163061,0.191831
0.26,-0.0347243,0.148106
0.28,0.0187195,0.253906
0.3,0.162189,0.358111
0.32,0.156466,0.37394
0.34,0.164094,0.244571
0.36,0.112406,0.319748
0.38,-0.0795859,0.283319
0.4,-0.14005,0.366663
0.42,-0.0232802,0.379373
0.44,-0.0973927,0.451855
0.46,-0.114583,0.547429
0.48,-0.0526752,0.55813
0.5,0.0401248,0.664467
0.52,0.0387217,0.728349
0.54,-0.0288793,0.57785
0.56,0.137802,0.602434
0.58,0.230588,0.626151
0.6,0.35497,0.464463
0.62,0.48172,0.397278
0.64,0.380984,0.351918
0.66,0.467646,0.329873
0.68,0.478103,0.479259
0.7,0.378038,0.649198
0.72,0.24498,0.556121
0.74,0.279369,0.575912
0.76,0.256521,0.62569
0.78,0.300895,0.759926
0.8,0.309226,0.818505
0.82,0.549958,0.759614
0.84,0.426739,0.938164
0.86,0.359208,0.928143
0.88,0.313092,0.999107
0.9,0.443995,1.03775
0.92,0.486971,0.875005
0.94,0.430668,0.750169
0.96,0.503803,0.757458
0.98,0.555546,0.734767
1,0.446122,0.752396
1.02,0.48659,0.789807
1.04,0.51562,0.643826
1.06,0.484053,0.591002
1.08,0.498859,0.410848
1.1,0.457994,0.376883
1.12,0.537181,0.430166
1.14,0.499963,0.450856
1.16,0.455229,0.537829
1.18,0.466535,0.51491
1.2,0.456165,0.594773
1.22,0.459686,0.562324
1.24,0.332858,0.750079
1.26,0.354321,0.761003
1.28,0.33043,0.855386
1.3,0.326551,1.02259
1.32,0.434692,0.966803
1.34,0.494762,0.910548
1.36,0.557881,0.884053
1.38,0.673284,1.00284
1.4,0.703684,1.00741
1.42,0.868782,1.00542
1.44,0.847005,1.05069
1.46,0.909808,0.872907
1.48,0.866377,0.901373
1.5,0.935897,1.02892
1.52,0.930852,1.14258
1.54,0.932264,1.19131
1.56,1.07165,1.1701
1.58,0.894332,1.22957
1.6,0.872429,1.3723
1.62,0.978068,1.49738
1.64,0.817521,1.58949
1.66,0.811351,1.53675
1.68,0.793192,1.5322
1.7,0.863222,1.50599
1.72,0.799947,1.62146
1.74,0.758343,1.76585
1.76,0.725592,1.83358
1.78,0.58156,1.98022
1.8,0.554941,1.95969
1.82,0.549747,2.01061
1.84,0.483823,2.0679
1.86,0.365447,2.1844
1.88,0.422293,2.07395
1.9,0.569585,2.0514
1.92,0.504886,2.00557
1.94,0.641878,1.94588
1.96,0.580333,2.08372
1.98,0.456943,2.05442
2,0.499505,2.1261
2.02,0.372954,2.01175
2.04,0.219051,1.9294
2.06,0.224618,2.03184
2.08,0.157188,2.08469
2.1,0.115108,2.14038
2.12,0.0443038,2.11993
2.14,0.266953,2.05101
2.16,0.260418,2.08256
2.18,0.333111,1.87119
2.2,0.277852,1.8729
2.22,0.20846,1.79548
2.24,0.269636,1.73011
2.26,0.182528,1.80022
2.28,0.145323,1.75781
2.3,0.050232,1.83149
2.32,-0.0308792,2.07576
2.34,-0.0524433,1.98734
2.36,-0.0907048,1.91579
2.38,0.0144632,1.89863
2.4,-0.00157617,1.93351
2.42,-0.176885,1.91275
2.44,-0.265991,1.98698
2.46,-0.276946,1.9161
2.48,-0.264906,1.7399
2.5,-0.213252,1.78922
2.52,-0.279761,1.9219
2.54,-0.266869,1.70678
2.56,-0.323162,1.78873
2.58,-0.267793,1.86395
2.6,-0.3764,1.90923
2.62,-0.399058,1.97289
2.64,-0.52096,2.09415
2.66,-0.531772,2.11047
2.68,-0.493906,2.15278
2.7,-0.434126,2.26188
2.72,-0.393529,2.32345
2.74,-0.352997,2.3178
2.76,-0.472628,2.41365
2.78,-0.510129,2.41716
2.8,-0.302847,2.47571
2.82,-0.252671,2.4377
2.84,-0.0457606,2.39523
2.86,0.138476,2.36782
2.88,0.0902733,2.38825
2.9,0.163774,2.29195
2.92,0.212503,2.18505
2.94,0.341135,2.02063
2.96,0.334791,2.18753
2.98,0.323645,2.28975
3,0.230935,2.21689
3.02,0.247208,2.35077
3.04,0.306011,2.45929
3.06,0.391818,2.4918
3.08,0.352278,2.44923
3.1,0.3175,2.53661
3.12,0.266311,2.51983
3.14,0.334491,2.37732
3.16,0.176801,2.57198
3.18,0.19824,2.59228
3.2,0.167581,2.53758
3.22,-0.00839712,2.50883
3.24,0.00562096,2.37626
3.26,-0.0337341,2.34835
3.28,-0.0474445,2.28251
3.3,-0.0346314,2.23428
3.32,-0.0923616,2.14652
3.34,-0.218002,2.26128
3.36,-0.168372,2.35284
3.38,-0.238997,2.55341
3.4,-0.266284,2.50842
3.42,-0.249919,2.55066
3.44,-0.342908,2.50135
3.46,-0.335612,2.39587
3.48,-0.307517,2.36359
3.5,-0.411186,2.20476
3.52,-0.42938,2.18209
3.54,-0.409314,2.19904
3.56,-0.555667,2.21308
3.58,-0.496893,2.42903
3.6,-0.308759,2.3672
3.62,-0.152733,2.29227
3.64,-0.162132,2.25808
3.66,-0.0277709,2.14166
3.68,-0.0838026,2.11793
3.7,-0.13929,2.20311
3.72,-0.155981,2.26306
3.74,-0.218295,2.22733
3.76,-0.0626848,2.1831
3.78,-0.0569681,2.03417
